,Unnamed: 0,question,answer,chapter,complexity,prediction,bert_score,rouge_score
39,39,Quais as funções do pessoal técnico e administrativo?,As atividades não especificamente relacionadas com o ensino e a pesquisa serão desempenhadas por pessoal técnico e administrativo de diversas categorias profissionais,t7c3,short,"As funções do pessoal técnico e administrativo são desempenhar atividades não especificamente relacionadas com o ensino e a pesquisa, como serviços de pessoal e administração, coordenação do trabalho do pessoal docente, atribuição de encargos de ensino, pesquisa e extensão, adoção de providências de ordem didática, científica e administrativa, entre outras.","(tensor([0.6308]), tensor([0.7548]), tensor([0.6873]))","{'rouge-1': {'r': 0.7142857142857143, 'p': 0.39473684210526316, 'f': 0.5084745716862972}, 'rouge-2': {'r': 0.5238095238095238, 'p': 0.22916666666666666, 'f': 0.31884057547574046}, 'rouge-l': {'r': 0.5714285714285714, 'p': 0.3157894736842105, 'f': 0.40677965643205977}}"
40,40,Quais as exigências para um professor assistente?,"No ato de inscrição, o candidato apresentara, além de satisfazer outras exigências legais, estatutárias ou regimentais: I diploma de curso superior no qual figure a área de conhecimento em concurso; II prova de haver satisfeito integralmente o disposto no inciso IV do artigo 222 deste Regimento; III certificado de sanidade física e mental expedido por junta médica oficial da Universidade; IV prova de ser brasileiro nato ou naturalizado; V atestado de idoneidade moral, firmado por 2 (dois) professores universitários; VI relação documentada de seus títulos e trabalhos publicados; VII prova de quitação com o serviço militar no caso de candidato do sexo masculino; VIII certidão negativa da Justiça Federal e da Justiça Estadual; IX título de eleitor; X recibo de pagamento da taxa de inscrição.",t8c1,medium,"As exigências para um professor assistente são: 
- Possuir o título de Doutor, obtido em cursos credenciados ou em concurso público ou em cursos no exterior considerados de excelência pelo Conselho Coordenador do Ensino e da Pesquisa; 
- Ter realizado pelo menos 3 anos de estágio probatório como Auxiliar de Ensino, caso não possua o título de Mestre. Após 6 anos da aprovação do Regimento pelo Conselho Federal de Educação, será exigido o título de Mestre obtido em curso credenciado.","(tensor([0.5755]), tensor([0.5755]), tensor([0.5755]))","{'rouge-1': {'r': 0.1368421052631579, 'p': 0.23214285714285715, 'f': 0.1721854257971143}, 'rouge-2': {'r': 0.01652892561983471, 'p': 0.02857142857142857, 'f': 0.020942403733451322}, 'rouge-l': {'r': 0.09473684210526316, 'p': 0.16071428571428573, 'f': 0.11920529334678323}}"
41,41,Como será composta a comissão examinadora do concurso para professor assistente?,"A Comissão Examinadora do concurso para provimento do cargo de professor assistente será constituída de 3 (três) professores, podendo um ser de idêntica categoria da vaga a preencher e os outros dois obrigatoriamente de categoria superior indicados pelo Departamento com o parecer do Conselho Departamental, aprovados pelo Conselho Coordenador do Ensino o da Pesquisa e nomeados pelo Reitor.",t8c2,short,"A comissão examinadora do concurso para professor assistente será composta por 3 (três) professores, sendo um de idêntica categoria da vaga a preencher e os outros dois obrigatoriamente de categoria superior indicados pelo Departamento com o parecer do Conselho Departamental, aprovados pelo Conselho Coordenador do Ensino e da Pesquisa e nomeados pelo Reitor.","(tensor([0.9594]), tensor([0.9430]), tensor([0.9511]))","{'rouge-1': {'r': 0.8444444444444444, 'p': 0.8837209302325582, 'f': 0.8636363586389464}, 'rouge-2': {'r': 0.7017543859649122, 'p': 0.7692307692307693, 'f': 0.7339449491389615}, 'rouge-l': {'r': 0.8444444444444444, 'p': 0.8837209302325582, 'f': 0.8636363586389464}}"
42,42,Quais são os graus acadêmicos?,São graus acadêmicos: I título de Livre-Docente; II diploma de Doutor; III diploma de Mestre; IV diplomas de graduação em cursos superiores.,t8c3,short,Os graus acadêmicos mencionados no contexto são mestre e doutor.,"(tensor([0.7252]), tensor([0.5864]), tensor([0.6485]))","{'rouge-1': {'r': 0.05555555555555555, 'p': 0.1, 'f': 0.071428566836735}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.05555555555555555, 'p': 0.1, 'f': 0.071428566836735}}"
43,43,Como funciona o concurso para professor assistente?,"O Concurso constará de: I exame de títulos; II prova didática; III realização de uma prova prática ou escrita, mediante aprovação do Departamento, homologada pelo Conselho Departamental e pelo Conselho Coordenador do Ensino e da Pesquisa. Parágrafo Único – Com a aprovação do Departamento, homologada pelo Conselho Coordenador do Ensino e da Pesquisa, poderá incluir-se uma prova de entrevista.",t8c4,short,"O concurso para professor assistente funciona da seguinte forma: a Comissão Examinadora do concurso é constituída por 3 professores, sendo um deles da mesma categoria da vaga a ser preenchida e os outros dois obrigatoriamente de categoria superior, indicados pelo Departamento e aprovados pelo Conselho Coordenador do Ensino e da Pesquisa. Caso não seja possível constituir a Comissão Examinadora com professores da própria Unidade, podem ser indicados professores de outras Unidades da mesma Universidade ou da mesma área de conhecimento de outras Universidades. O concurso consiste em provas de títulos, prova didática e prova prática ou escrita, com pesos atribuídos a cada uma delas.","(tensor([0.5903]), tensor([0.6565]), tensor([0.6216]))","{'rouge-1': {'r': 0.41025641025641024, 'p': 0.22535211267605634, 'f': 0.29090908633223145}, 'rouge-2': {'r': 0.21739130434782608, 'p': 0.10309278350515463, 'f': 0.13986013549611243}, 'rouge-l': {'r': 0.38461538461538464, 'p': 0.2112676056338028, 'f': 0.27272726815041326}}"
44,44,Como funciona a prova didática para professor assistente?,"Do programa publicado no Edital, a Comissão Examinadora extrairá uma lista de 10 (dez) assuntos, que será apresentada ao candidato logo após a sua elaboração e imediatamente sorteado um assunto sobre o qual versará a prova, que será realizada 24 (vinte e quatro) horas após. § 1º – Logo após o sorteio do assunto, o candidato deverá fazer sua escolha sobre a modalidade da prova. § 2º – Se em forma de aula, a prova terá duração de 40 (quarenta) a 50 (cinqüenta) minutos. § 3º – No caso de substituir-se a aula por seminário este não poderá exceder de 3 (três) horas, ficando a cargo do candidato a escolha dos participantes, cujo numero não poderá, ser inferior a 4 (quatro). § 4º – Ao inicio da prova o candidato submeterá a Comissão Examinadora o plano de aula ou do seminário, assim como a nominata dos participantes. § 5º – No caso de mais de um candidato, os restantes permanecerão incomunicáveis em saia reservada.",t8c5,medium,"A prova didática para professor assistente tem como objetivo avaliar a aptidão do candidato para o magistério. O candidato pode optar por realizar a prova na forma de um seminário. Durante a prova, cada examinador levará em conta o plano de aula ou de seminário e sua execução. Cada examinador atribuirá uma nota de 0 (zero) a 10 (dez), que será guardada em uma sobrecarta individual fechada e rubricada por todos os membros da Comissão Examinadora.","(tensor([0.6271]), tensor([0.5549]), tensor([0.5888]))","{'rouge-1': {'r': 0.23853211009174313, 'p': 0.43333333333333335, 'f': 0.3076923031126362}, 'rouge-2': {'r': 0.07096774193548387, 'p': 0.14666666666666667, 'f': 0.0956521695179586}, 'rouge-l': {'r': 0.2018348623853211, 'p': 0.36666666666666664, 'f': 0.26035502500612734}}"
45,45,Como funciona a prova escrita para professor assistente?,"A prova escrita versará sobre um ponto sorteado da lista de 10 (dez) assuntos do programa de concurso constante do Edital e visará aferir o conhecimento do candidato sobre o tema proposto, bem como sua capacidade para organizar seu ensino.",t8c6,short,"A prova escrita para professor assistente funciona da seguinte forma: após o sorteio de um ponto da lista de 10 assuntos do programa de concurso, o candidato terá um tempo máximo de 6 horas para redigir a prova, que pode ser manuscrita ou datilografada. Após a conclusão da prova, o candidato fará a leitura para a Comissão Examinadora, que atribuirá uma nota de 0 a 10.","(tensor([0.6295]), tensor([0.6950]), tensor([0.6606]))","{'rouge-1': {'r': 0.42857142857142855, 'p': 0.3191489361702128, 'f': 0.3658536536436645}, 'rouge-2': {'r': 0.23076923076923078, 'p': 0.140625, 'f': 0.17475727684795941}, 'rouge-l': {'r': 0.42857142857142855, 'p': 0.3191489361702128, 'f': 0.3658536536436645}}"
46,46,Como funciona a prova prática para professor assistente?,"A Comissão do concurso organizara uma lista de 10(dez) assuntos para a prova prática, e, em seguida, admitirá no local os candidatos",t8c7,short,"A prova prática para professor assistente é reservada e pode ser assistida pelos membros do Conselho Departamental e do Conselho Coordenador do Ensino e da Pesquisa. A prova abrange várias partes, de acordo com o material existente na Unidade, e os assuntos são tirados do programa publicado no Edital. A Comissão do concurso organiza uma lista de 10 assuntos para a prova prática e os candidatos são admitidos no local. O primeiro candidato inscrito é conservado na sala, enquanto os demais são recolhidos a uma sala incomunicável com o local das provas.","(tensor([0.6014]), tensor([0.7290]), tensor([0.6591]))","{'rouge-1': {'r': 0.6818181818181818, 'p': 0.23809523809523808, 'f': 0.35294117263391006}, 'rouge-2': {'r': 0.47619047619047616, 'p': 0.11627906976744186, 'f': 0.18691588469560663}, 'rouge-l': {'r': 0.6818181818181818, 'p': 0.23809523809523808, 'f': 0.35294117263391006}}"
47,47,O que é necessário para ser professor adjunto?,"O cargo de Professor Adjunto será provido mediante Concurso Público de Títulos e Provas, a que poderão candidatar-se professores assistentes concursados, os restruturados e os reenquadrados pelos Decretos nº 60.906, de 28/06167, 65.878, de 16/12/69 e decreto-lei nº 465, de II.02.69, e os portadores de diploma de Doutor , obtido em concurso à livre-docência ou conferido por curso credenciado Pelo Conselho Federal de Educação ou considerado centro de excelência, pelo Conselho Nacional de Pesquisa, ou ainda, em cursos estrangeiros idôneos, a juízo do Conselho Coordenador do Ensino e da Pesquisa, observado o disposto no inciso V do artigo 222 deste Regimento.§ 1º – Ao concurso referido neste artigo, serão aplicadas as determinações do Titulo VIII deste Regimento, com as alterações do presente Título. § 2º – Considera -se título válido a atividade administrativa exercida em qualquer órgão universitário e que implique em função executiva , normativa deliberativa ou consultiva.§ 3º – No julgamento desses títulos, serão levados em conta o conceito da instituição universitária em que a atividade se processou, sua hierarquia e duração.",t9c1,medium,"Para ser professor adjunto, é necessário ingressar mediante concurso público de títulos e provas, observando a legislação vigente. Além disso, é possível também ser promovido por progressão funcional, desde que possua a titulação de Mestre ou, preferencialmente, de Doutor.","(tensor([0.6768]), tensor([0.5589]), tensor([0.6122]))","{'rouge-1': {'r': 0.06153846153846154, 'p': 0.23529411764705882, 'f': 0.09756097232302213}, 'rouge-2': {'r': 0.005649717514124294, 'p': 0.02631578947368421, 'f': 0.009302322671282682}, 'rouge-l': {'r': 0.05384615384615385, 'p': 0.20588235294117646, 'f': 0.08536585037180264}}"
48,48,Como funciona o concurso para professor titular?,"O concurso constará de: I exame de títulos – peso 5 (cinco); II defesa de tese – peso 2 (dois); III prova didática – peso 2 (dois); IV realização de uma ou mais das seguintes provas, mediante aprovação do Departamento, referendada pelo Conselho Departamental e aprovada pelo COCEP, consideradas as peculiaridades de área: a) prova prática ou escrita; b) prova de entrevista.",t9c2,short,"O concurso para professor titular é público e consiste em uma avaliação de títulos e provas. Podem se inscrever professores titulares, adjuntos, livre-docentes titulados pelas universidades brasileiras, estabelecimentos isolados de ensino superior ou especialistas de alta qualificação na área de conhecimento do concurso. A validade dos títulos de Doutor obtidos no exterior depende da aprovação do Conselho Coordenador do Ensino e da Pesquisa. Além disso, é concedido o privilégio da alta qualificação técnico-científica aos candidatos que possuem publicações, trabalhos científicos ou artísticos que os identifiquem como especialistas de excepcional mérito na área de conhecimento em concurso.","(tensor([0.5865]), tensor([0.5898]), tensor([0.5882]))","{'rouge-1': {'r': 0.20833333333333334, 'p': 0.14084507042253522, 'f': 0.16806722207753705}, 'rouge-2': {'r': 0.05263157894736842, 'p': 0.03333333333333333, 'f': 0.04081632178259114}, 'rouge-l': {'r': 0.1875, 'p': 0.1267605633802817, 'f': 0.15126049938846142}}"
49,49,Como são concedidas as bolsas de estudo?,"Aos alunos que demonstrarem efetivo aproveitamento e provarem a carência ou insuficiência de recursos, serão concedidas bolsas de estudo, na medida das disponibilidades orçamentárias, na forma da legislação em vigor.",t12c1,short,"As bolsas de estudo são concedidas aos alunos que demonstrarem efetivo aproveitamento e provarem a carência ou insuficiência de recursos, de acordo com a disponibilidade orçamentária e a legislação em vigor.","(tensor([0.8985]), tensor([0.8867]), tensor([0.8926]))","{'rouge-1': {'r': 0.6428571428571429, 'p': 0.6923076923076923, 'f': 0.6666666616735254}, 'rouge-2': {'r': 0.5172413793103449, 'p': 0.5, 'f': 0.508474571272623}, 'rouge-l': {'r': 0.5714285714285714, 'p': 0.6153846153846154, 'f': 0.5925925875994514}}"
50,50,Quem administra o patrimônio da faculdade?,"Aos alunos que demonstrarem efetivo aproveitamento e provarem a carência ou insuficiência de recursos, serão concedidas bolsas de estudo, na medida das disponibilidades orçamentárias, na forma da legislação em vigor.",t13c1,short,O patrimônio da faculdade é administrado pelo Reitor.,"(tensor([0.6692]), tensor([0.5465]), tensor([0.6017]))","{'rouge-1': {'r': 0.03571428571428571, 'p': 0.125, 'f': 0.05555555209876565}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.03571428571428571, 'p': 0.125, 'f': 0.05555555209876565}}"
51,51,Quais são os recursos financeiros?,"São recursos financeiros: I as dotações consignadas obrigatoriamente em cada exercício financeiro, no Orçamento da União; II as dotações que, a qualquer título, forem destinadas no, orçamentos dos Estados, Distrito Federal, territórios e municípios; III as dotações e ajudas financeiras de qualquer origem; IV o produto de financiamento e empréstimo; V as dotações e contribuições oriundas de convênios, acordos ou contratos, celebrados com pessoas naturais ou jurídicas, entidades públicas e privadas, nacionais, estrangeiras ou multinacionais ; VI os saldos de exercícios financeiros encerrados; VII as rendas e aplicação de bens e valores patrimoniais; VIII as rendas de sua atividade educacional, industrial, de prestação de serviços ou assistência; IX anuidades, taxas e outros emolumentos, resultantes de inscrições, matriculas e freqüências; X os fundos especiais; XI contribuições, taxas e emolumentos; XII as rendas eventuais de qualquer natureza.",t13c2,medium,"Os recursos financeiros são: 
- As dotações consignadas obrigatoriamente em cada exercício financeiro, no Orçamento da União;
- As dotações que, a qualquer título, forem destinadas nos orçamentos dos Estados, Distrito Federal, territórios e municípios;
- As dotações e ajudas financeiras de qualquer origem;
- O produto de financiamento e empréstimo;
- As dotações e contribuições oriundas de convênios, acordos ou contratos, celebrados com pessoas naturais ou jurídicas, entidades públicas e privadas, nacionais, estrangeiras ou multinacionais;
- Os saldos de exercícios financeiros encerrados;
- As rendas e aplicação de bens e valores patrimoniais;
- As rendas de sua atividade educacional, industrial, de prestação de serviços ou assistência;
- Anuidades, taxas e outros emolumentos, resultantes de inscrições, matrículas e frequências;
- Os fundos especiais;
- Contribuições, taxas e emolumentos;
- As rendas eventuais de qualquer natureza.","(tensor([0.9183]), tensor([0.9275]), tensor([0.9228]))","{'rouge-1': {'r': 0.7575757575757576, 'p': 0.872093023255814, 'f': 0.8108108058355005}, 'rouge-2': {'r': 0.6825396825396826, 'p': 0.7226890756302521, 'f': 0.7020408113306124}, 'rouge-l': {'r': 0.7575757575757576, 'p': 0.872093023255814, 'f': 0.8108108058355005}}"
52,52,A quem cabe fazer a prestação anual de contas?,"A Reitoria caberá fazer a prestação anual de contas ao Conselho Diretor da Fundação e ao Ministério da Educação e Cultura, para posterior apreciação pelo Tribunal de Contas da União. Parágrafo Único – A Reitoria poderá contratar serviços especializados para trabalhos de auditoria interna.",t13c2,short,Não há informações no contexto fornecido sobre quem é responsável pela prestação anual de contas.,"(tensor([0.6791]), tensor([0.6119]), tensor([0.6438]))","{'rouge-1': {'r': 0.11428571428571428, 'p': 0.26666666666666666, 'f': 0.15999999580000013}, 'rouge-2': {'r': 0.07142857142857142, 'p': 0.21428571428571427, 'f': 0.10714285339285727}, 'rouge-l': {'r': 0.11428571428571428, 'p': 0.26666666666666666, 'f': 0.15999999580000013}}"
53,53,Em que casos será aplicada a pena de advertência para o corpo docente?,"A pena de advertência será aplicada nos seguintes casos: I negligência no exercício da função; II descumprimento das determinações e instruções dos órgãos da administração da Universidade a que esteja subordinado o infrator; III prática de ato reprovável. Parágrafo Único – A advertência será feita verbalmente ou por escrito, sempre de forma reservada.",t14c1,short,"A pena de advertência será aplicada ao corpo docente nos seguintes casos: negligência no exercício da função, descumprimento das determinações e instruções dos órgãos da administração da Universidade a que esteja subordinado o infrator e prática de ato reprovável.","(tensor([0.9091]), tensor([0.8171]), tensor([0.8606]))","{'rouge-1': {'r': 0.6521739130434783, 'p': 0.8571428571428571, 'f': 0.7407407358329523}, 'rouge-2': {'r': 0.5490196078431373, 'p': 0.7368421052631579, 'f': 0.629213478252746}, 'rouge-l': {'r': 0.6521739130434783, 'p': 0.8571428571428571, 'f': 0.7407407358329523}}"
54,54,Em que casos será aplicada a pena de advertência para o corpo discente?,"As sanções previstas no artigo anterior serão aplicadas nos seguintes casos: I Advertência: a) por desrespeito ou desobediência ao Reitor, ao vice-reitor. aos Pró-Reitores, ao Diretor de Unidade, ao Chefe de Departamento, a qualquer membro do corpo docente, autoridade, funcionário ou servidor da Universidade; b) perturbação da ordem em área sob a jurisdição da Universidade; c) por dano material causado ao patrimônio da Universidade, sem prejuízo da obrigação de ressarcimento. II Repreensão: a) por reincidência em qualquer das faltas capituladas nas alíneas anteriores; b) por ofensas ou agressão a outro aluno; c) porte de arma de qualquer natureza; III Suspensão de atividades escolares: a) em caso de reincidência em qualquer das faltas capituladas nos itens anteriores; b) por improbidade na execução de trabalhos escolares; c) por divulgação ou fixação de cartazes, documentos, publicações ou faixas ofensivas a autoridades, pessoas ou instituições nacionais ou estrangeiras; d) por convocação ou realização de reuniões do corpo discente no recinto da Unidade, sem autorização prévia do Diretor; e) por ofensa moral ao Reitor, ao vice-reitor, aos Pró-Reitores, ao Diretor de Unidade, ao Chefe de Departamento, a qualquer membro do corpo docente, autoridade, funcionário ou servidor da Universidade. IV Exclusão: a) pela prática de atos incompatíveis com a moralidade ou a dignidade da vida universitária, b) por desacato ao Reitor, ao vice-reitor, aos Pró-Reitores, ao Diretor de Unidade, ao Chefe de Departamento, a qualquer membro do corpo docente, autoridade, funcionário ou servidor da Universidade; c) por prática de atos atentatórios à ordem pública ou à segurança nacional, nos termos da lei; d) por condenação definitiva em juízo criminal, por crime incompatível com a dignidade da vida universitária.",t14c2,long,"A pena de advertência para o corpo discente será aplicada nos seguintes casos: negligência no exercício da função, descumprimento das determinações e instruções dos órgãos da administração da Universidade a que esteja subordinado o infrator e prática de ato reprovável.","(tensor([0.7389]), tensor([0.5441]), tensor([0.6267]))","{'rouge-1': {'r': 0.08888888888888889, 'p': 0.34285714285714286, 'f': 0.14117646731833916}, 'rouge-2': {'r': 0.024630541871921183, 'p': 0.1282051282051282, 'f': 0.041322311345878195}, 'rouge-l': {'r': 0.06666666666666667, 'p': 0.2571428571428571, 'f': 0.10588234967128038}}"
55,55,Quais os títulos e dignidades universitárias?,"Haverá os seguintes títulos e dignidades universitárias: I Doutor “Honoris Causa”, destinado a personalidades que se hajam distinguido pelos relevantes serviços prestados a causa da educação e dos princípios fundamentais da nacionalidade; II Professor “Honoris Causa”, destinado a professores e cientistas insignes, alheios à Universidade, que tenham contribuído para o desenvolvimento do ensino e pesquisa; III Professor Emérito, destinado aos professores aposentados que tenham, alcançado posição eminente na Universidade; IV Medalha do Mérito Universitário, destinada a premiar quantos, dentro ou fora da Universidade, se tenham salientado por relevantes serviços prestados à instituição ou aos órgãos de que se originou; V Medalha do Mérito Administrativo, para seus ,funcionários que se houverem distinguido por relevantes serviços prestados no exercício de suas funções; VI Colar da Universidade, que acompanhará a concessão do título de Professor “Honoris Causa” e Doutor “Honoris Causa”; VII Grande Colar da Universidade, destinado aos professores da Universidade que se hajam distinguido na causa da educação ou em grandes serviços prestados a Nação.",t15c1,medium,"Os títulos e dignidades universitárias são: Doutor ""Honoris Causa"", Professor ""Honoris Causa"", Professor Emérito, Medalha do Mérito Universitário, Medalha do Mérito Administrativo, Colar da Universidade e Grande Colar da Universidade.","(tensor([0.7550]), tensor([0.5354]), tensor([0.6265]))","{'rouge-1': {'r': 0.16129032258064516, 'p': 0.75, 'f': 0.2654867227504112}, 'rouge-2': {'r': 0.07407407407407407, 'p': 0.43478260869565216, 'f': 0.12658227599343055}, 'rouge-l': {'r': 0.16129032258064516, 'p': 0.75, 'f': 0.2654867227504112}}"
56,56,Há um estímulo para a solidariedade universitária?,"A Universidade estimulará a solidariedade universitária, desenvolvendo a assistência social, autorizando a criação e funcionamento das entidades que congregam os que nela trabalhar, ou estudam, bem. como os egressos de seus quadros ou de seus cursos.",t16c1,short,"Sim, de acordo com o Art. 340, a Universidade estimulará a solidariedade universitária, desenvolvendo a assistência social e autorizando a criação e funcionamento de entidades que congregam os que trabalham ou estudam na universidade, bem como os egressos de seus quadros ou cursos.","(tensor([0.8854]), tensor([0.9153]), tensor([0.9001]))","{'rouge-1': {'r': 0.7931034482758621, 'p': 0.6764705882352942, 'f': 0.7301587251902243}, 'rouge-2': {'r': 0.6470588235294118, 'p': 0.5238095238095238, 'f': 0.5789473634764544}, 'rouge-l': {'r': 0.7931034482758621, 'p': 0.6764705882352942, 'f': 0.7301587251902243}}"
57,57,Como funciona o intercâmbio com outras instituições?,"A Universidade articular-se-á com instituições nacionais, estrangeiras, internacionais e multinacionais, para o intercâmbio de professores e outros propósitos relacionados com os seus objetivos e funções.",t17c1,short,"O intercâmbio com outras instituições funciona por meio de articulação da Universidade com instituições nacionais, estrangeiras, internacionais e multinacionais. Esse intercâmbio pode envolver o intercâmbio de professores e outros propósitos relacionados com os objetivos e funções da Universidade.","(tensor([0.7635]), tensor([0.8217]), tensor([0.7916]))","{'rouge-1': {'r': 0.7727272727272727, 'p': 0.6071428571428571, 'f': 0.679999995072}, 'rouge-2': {'r': 0.6666666666666666, 'p': 0.4444444444444444, 'f': 0.5333333285333334}, 'rouge-l': {'r': 0.7727272727272727, 'p': 0.6071428571428571, 'f': 0.679999995072}}"
